Question ID,Category,Personality System,Trait / Dimension,Option A,Option B,One-Line Question,Option A Score Code,Option B Score Code,Scoring Logic,Weight,Reverse Scored?,AI Interpretation Tag
NORM-086,Motivation,Enneagram,Type 1 Reforming vs Type 7 Enthusiasm,follow high standards,follow exciting opportunities,Would You Rather… follow high standards OR follow exciting opportunities?,Type 1,Type 7,"Option A +1 to Type 1; Option B +1 to Type 7. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Type 1 vs Type 7 tendencies within Enneagram.
NORM-087,Motivation,Enneagram,Type 1 Reforming vs Type 7 Enthusiasm,be known as responsible,be known as fun,Would You Rather… be known as responsible OR be known as fun?,Type 1,Type 7,"Option A +1 to Type 1; Option B +1 to Type 7. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Type 1 vs Type 7 tendencies within Enneagram.
NORM-088,Motivation,Enneagram,Type 1 Reforming vs Type 7 Enthusiasm,clean up the mess,start a new adventure,Would You Rather… clean up the mess OR start a new adventure?,Type 1,Type 7,"Option A +1 to Type 1; Option B +1 to Type 7. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Type 1 vs Type 7 tendencies within Enneagram.
NORM-089,Motivation,Enneagram,Type 2 Helping vs Type 5 Independence,be needed by the people you love,be completely self-sufficient,Would You Rather… be needed by the people you love OR be completely self-sufficient?,Type 2,Type 5,"Option A +1 to Type 2; Option B +1 to Type 5. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Type 2 vs Type 5 tendencies within Enneagram.
NORM-090,Motivation,Enneagram,Type 2 Helping vs Type 5 Independence,support others emotionally,protect your private energy,Would You Rather… support others emotionally OR protect your private energy?,Type 2,Type 5,"Option A +1 to Type 2; Option B +1 to Type 5. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Type 2 vs Type 5 tendencies within Enneagram.
NORM-091,Motivation,Enneagram,Type 2 Helping vs Type 5 Independence,give your time generously,preserve your personal space,Would You Rather… give your time generously OR preserve your personal space?,Type 2,Type 5,"Option A +1 to Type 2; Option B +1 to Type 5. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Type 2 vs Type 5 tendencies within Enneagram.
NORM-092,Motivation,Enneagram,Type 2 Helping vs Type 5 Independence,be loved for helping,be respected for knowledge,Would You Rather… be loved for helping OR be respected for knowledge?,Type 2,Type 5,"Option A +1 to Type 2; Option B +1 to Type 5. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Type 2 vs Type 5 tendencies within Enneagram.
NORM-093,Motivation,Enneagram,Type 2 Helping vs Type 5 Independence,step in when someone struggles,let people solve things themselves,Would You Rather… step in when someone struggles OR let people solve things themselves?,Type 2,Type 5,"Option A +1 to Type 2; Option B +1 to Type 5. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Type 2 vs Type 5 tendencies within Enneagram.
NORM-094,Motivation,Enneagram,Type 2 Helping vs Type 5 Independence,connect through care,connect through ideas,Would You Rather… connect through care OR connect through ideas?,Type 2,Type 5,"Option A +1 to Type 2; Option B +1 to Type 5. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Type 2 vs Type 5 tendencies within Enneagram.
NORM-095,Motivation,Enneagram,Type 2 Helping vs Type 5 Independence,host everyone warmly,retreat into deep research,Would You Rather… host everyone warmly OR retreat into deep research?,Type 2,Type 5,"Option A +1 to Type 2; Option B +1 to Type 5. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Type 2 vs Type 5 tendencies within Enneagram.
NORM-096,Motivation,Enneagram,Type 2 Helping vs Type 5 Independence,feel appreciated,feel capable and independent,Would You Rather… feel appreciated OR feel capable and independent?,Type 2,Type 5,"Option A +1 to Type 2; Option B +1 to Type 5. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Type 2 vs Type 5 tendencies within Enneagram.
NORM-097,Motivation,Enneagram,Type 3 Achievement vs Type 4 Authenticity,be successful and admired,be authentic and misunderstood,Would You Rather… be successful and admired OR be authentic and misunderstood?,Type 3,Type 4,"Option A +1 to Type 3; Option B +1 to Type 4. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Type 3 vs Type 4 tendencies within Enneagram.
NORM-098,Motivation,Enneagram,Type 3 Achievement vs Type 4 Authenticity,win public recognition,create deeply personal art,Would You Rather… win public recognition OR create deeply personal art?,Type 3,Type 4,"Option A +1 to Type 3; Option B +1 to Type 4. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Type 3 vs Type 4 tendencies within Enneagram.
NORM-099,Motivation,Enneagram,Type 3 Achievement vs Type 4 Authenticity,optimize your image,express your inner truth,Would You Rather… optimize your image OR express your inner truth?,Type 3,Type 4,"Option A +1 to Type 3; Option B +1 to Type 4. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Type 3 vs Type 4 tendencies within Enneagram.
NORM-100,Motivation,Enneagram,Type 3 Achievement vs Type 4 Authenticity,achieve your biggest goal,discover your deepest identity,Would You Rather… achieve your biggest goal OR discover your deepest identity?,Type 3,Type 4,"Option A +1 to Type 3; Option B +1 to Type 4. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Type 3 vs Type 4 tendencies within Enneagram.
NORM-101,Motivation,Enneagram,Type 3 Achievement vs Type 4 Authenticity,be seen as impressive,be seen as original,Would You Rather… be seen as impressive OR be seen as original?,Type 3,Type 4,"Option A +1 to Type 3; Option B +1 to Type 4. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Type 3 vs Type 4 tendencies within Enneagram.
NORM-102,Motivation,Enneagram,Type 3 Achievement vs Type 4 Authenticity,build a legacy of wins,build a life of meaning,Would You Rather… build a legacy of wins OR build a life of meaning?,Type 3,Type 4,"Option A +1 to Type 3; Option B +1 to Type 4. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Type 3 vs Type 4 tendencies within Enneagram.
NORM-103,Motivation,Enneagram,Type 3 Achievement vs Type 4 Authenticity,perform confidently on stage,write honestly in private,Would You Rather… perform confidently on stage OR write honestly in private?,Type 3,Type 4,"Option A +1 to Type 3; Option B +1 to Type 4. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Type 3 vs Type 4 tendencies within Enneagram.
NORM-104,Motivation,Enneagram,Type 3 Achievement vs Type 4 Authenticity,be praised for excellence,be valued for uniqueness,Would You Rather… be praised for excellence OR be valued for uniqueness?,Type 3,Type 4,"Option A +1 to Type 3; Option B +1 to Type 4. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Type 3 vs Type 4 tendencies within Enneagram.
NORM-105,Motivation,Enneagram,Type 6 Security vs Type 8 Power,have guaranteed safety,have total control,Would You Rather… have guaranteed safety OR have total control?,Type 6,Type 8,"Option A +1 to Type 6; Option B +1 to Type 8. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Type 6 vs Type 8 tendencies within Enneagram.
NORM-106,Motivation,Enneagram,Type 6 Security vs Type 8 Power,join a loyal team,lead the group yourself,Would You Rather… join a loyal team OR lead the group yourself?,Type 6,Type 8,"Option A +1 to Type 6; Option B +1 to Type 8. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Type 6 vs Type 8 tendencies within Enneagram.
NORM-107,Motivation,Enneagram,Type 6 Security vs Type 8 Power,ask trusted people for advice,trust your own authority,Would You Rather… ask trusted people for advice OR trust your own authority?,Type 6,Type 8,"Option A +1 to Type 6; Option B +1 to Type 8. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Type 6 vs Type 8 tendencies within Enneagram.
NORM-108,Motivation,Enneagram,Type 6 Security vs Type 8 Power,prepare for what could go wrong,charge directly into challenge,Would You Rather… prepare for what could go wrong OR charge directly into challenge?,Type 6,Type 8,"Option A +1 to Type 6; Option B +1 to Type 8. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Type 6 vs Type 8 tendencies within Enneagram.
NORM-109,Motivation,Enneagram,Type 6 Security vs Type 8 Power,belong to a protective community,stand alone with power,Would You Rather… belong to a protective community OR stand alone with power?,Type 6,Type 8,"Option A +1 to Type 6; Option B +1 to Type 8. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Type 6 vs Type 8 tendencies within Enneagram.
NORM-110,Motivation,Enneagram,Type 6 Security vs Type 8 Power,seek reassurance,project confidence,Would You Rather… seek reassurance OR project confidence?,Type 6,Type 8,"Option A +1 to Type 6; Option B +1 to Type 8. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Type 6 vs Type 8 tendencies within Enneagram.
NORM-111,Motivation,Enneagram,Type 6 Security vs Type 8 Power,follow a proven structure,break weak structures apart,Would You Rather… follow a proven structure OR break weak structures apart?,Type 6,Type 8,"Option A +1 to Type 6; Option B +1 to Type 8. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Type 6 vs Type 8 tendencies within Enneagram.
NORM-112,Motivation,Enneagram,Type 6 Security vs Type 8 Power,choose stability,choose strength,Would You Rather… choose stability OR choose strength?,Type 6,Type 8,"Option A +1 to Type 6; Option B +1 to Type 8. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Type 6 vs Type 8 tendencies within Enneagram.
NORM-113,Motivation,Enneagram,Type 9 Peace vs Type 3 Drive,keep life peaceful,push hard toward success,Would You Rather… keep life peaceful OR push hard toward success?,Type 9,Type 3,"Option A +1 to Type 9; Option B +1 to Type 3. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Type 9 vs Type 3 tendencies within Enneagram.
NORM-114,Motivation,Enneagram,Type 9 Peace vs Type 3 Drive,avoid unnecessary conflict,compete to win,Would You Rather… avoid unnecessary conflict OR compete to win?,Type 9,Type 3,"Option A +1 to Type 9; Option B +1 to Type 3. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Type 9 vs Type 3 tendencies within Enneagram.
NORM-115,Motivation,Enneagram,Type 9 Peace vs Type 3 Drive,blend into harmony,stand out through achievement,Would You Rather… blend into harmony OR stand out through achievement?,Type 9,Type 3,"Option A +1 to Type 9; Option B +1 to Type 3. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Type 9 vs Type 3 tendencies within Enneagram.
NORM-116,Motivation,Enneagram,Type 9 Peace vs Type 3 Drive,slow down and relax,accelerate and perform,Would You Rather… slow down and relax OR accelerate and perform?,Type 9,Type 3,"Option A +1 to Type 9; Option B +1 to Type 3. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Type 9 vs Type 3 tendencies within Enneagram.
NORM-117,Motivation,Enneagram,Type 9 Peace vs Type 3 Drive,feel calm,feel accomplished,Would You Rather… feel calm OR feel accomplished?,Type 9,Type 3,"Option A +1 to Type 9; Option B +1 to Type 3. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Type 9 vs Type 3 tendencies within Enneagram.
NORM-118,Motivation,Enneagram,Type 9 Peace vs Type 3 Drive,protect inner peace,prove your potential,Would You Rather… protect inner peace OR prove your potential?,Type 9,Type 3,"Option A +1 to Type 9; Option B +1 to Type 3. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Type 9 vs Type 3 tendencies within Enneagram.
NORM-119,Motivation,Enneagram,Type 9 Peace vs Type 3 Drive,keep everyone comfortable,raise everyone’s expectations,Would You Rather… keep everyone comfortable OR raise everyone’s expectations?,Type 9,Type 3,"Option A +1 to Type 9; Option B +1 to Type 3. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Type 9 vs Type 3 tendencies within Enneagram.
NORM-120,Motivation,Enneagram,Type 9 Peace vs Type 3 Drive,rest without guilt,chase the next milestone,Would You Rather… rest without guilt OR chase the next milestone?,Type 9,Type 3,"Option A +1 to Type 9; Option B +1 to Type 3. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Type 9 vs Type 3 tendencies within Enneagram.
NORM-121,Core Personality,DISC,Dominance,take command in a crisis,support the person already leading,Would You Rather… take command in a crisis OR support the person already leading?,High D,Low D / Steadiness,"Option A +1 to High D; Option B +1 to Low D / Steadiness. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests High D vs Low D / Steadiness tendencies within DISC.
NORM-122,Core Personality,DISC,Dominance,make the tough call quickly,build consensus slowly,Would You Rather… make the tough call quickly OR build consensus slowly?,High D,Low D / Steadiness,"Option A +1 to High D; Option B +1 to Low D / Steadiness. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests High D vs Low D / Steadiness tendencies within DISC.
NORM-123,Core Personality,DISC,Dominance,challenge authority,respect the existing process,Would You Rather… challenge authority OR respect the existing process?,High D,Low D / Steadiness,"Option A +1 to High D; Option B +1 to Low D / Steadiness. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests High D vs Low D / Steadiness tendencies within DISC.
NORM-124,Core Personality,DISC,Dominance,compete to win,cooperate to maintain harmony,Would You Rather… compete to win OR cooperate to maintain harmony?,High D,Low D / Steadiness,"Option A +1 to High D; Option B +1 to Low D / Steadiness. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests High D vs Low D / Steadiness tendencies within DISC.
NORM-125,Core Personality,DISC,Dominance,push through resistance,keep the team comfortable,Would You Rather… push through resistance OR keep the team comfortable?,High D,Low D / Steadiness,"Option A +1 to High D; Option B +1 to Low D / Steadiness. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests High D vs Low D / Steadiness tendencies within DISC.
NORM-126,Core Personality,DISC,Dominance,lead from the front,stabilize from behind the scenes,Would You Rather… lead from the front OR stabilize from behind the scenes?,High D,Low D / Steadiness,"Option A +1 to High D; Option B +1 to Low D / Steadiness. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests High D vs Low D / Steadiness tendencies within DISC.
NORM-127,Core Personality,DISC,Dominance,take bold action,reduce disruption,Would You Rather… take bold action OR reduce disruption?,High D,Low D / Steadiness,"Option A +1 to High D; Option B +1 to Low D / Steadiness. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests High D vs Low D / Steadiness tendencies within DISC.
NORM-128,Core Personality,DISC,Dominance,be feared as decisive,be trusted as steady,Would You Rather… be feared as decisive OR be trusted as steady?,High D,Low D / Steadiness,"Option A +1 to High D; Option B +1 to Low D / Steadiness. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests High D vs Low D / Steadiness tendencies within DISC.
NORM-129,Core Personality,DISC,Influence,persuade a crowd with charisma,convince one person with facts,Would You Rather… persuade a crowd with charisma OR convince one person with facts?,High I,Low I / Reserved,"Option A +1 to High I; Option B +1 to Low I / Reserved. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests High I vs Low I / Reserved tendencies within DISC.
NORM-130,Core Personality,DISC,Influence,be the social spark,be the quiet strategist,Would You Rather… be the social spark OR be the quiet strategist?,High I,Low I / Reserved,"Option A +1 to High I; Option B +1 to Low I / Reserved. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests High I vs Low I / Reserved tendencies within DISC.
NORM-131,Core Personality,DISC,Influence,tell stories to inspire,present data to prove,Would You Rather… tell stories to inspire OR present data to prove?,High I,Low I / Reserved,"Option A +1 to High I; Option B +1 to Low I / Reserved. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests High I vs Low I / Reserved tendencies within DISC.
NORM-132,Core Personality,DISC,Influence,make people laugh,make people think,Would You Rather… make people laugh OR make people think?,High I,Low I / Reserved,"Option A +1 to High I; Option B +1 to Low I / Reserved. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests High I vs Low I / Reserved tendencies within DISC.
NORM-133,Core Personality,DISC,Influence,sell a big vision,build a precise plan,Would You Rather… sell a big vision OR build a precise plan?,High I,Low I / Reserved,"Option A +1 to High I; Option B +1 to Low I / Reserved. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests High I vs Low I / Reserved tendencies within DISC.
NORM-134,Core Personality,DISC,Influence,energize the room,analyze the room,Would You Rather… energize the room OR analyze the room?,High I,Low I / Reserved,"Option A +1 to High I; Option B +1 to Low I / Reserved. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests High I vs Low I / Reserved tendencies within DISC.
NORM-135,Core Personality,DISC,Influence,gain attention easily,stay focused privately,Would You Rather… gain attention easily OR stay focused privately?,High I,Low I / Reserved,"Option A +1 to High I; Option B +1 to Low I / Reserved. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests High I vs Low I / Reserved tendencies within DISC.
NORM-136,Core Personality,DISC,Influence,promote the idea publicly,refine the idea quietly,Would You Rather… promote the idea publicly OR refine the idea quietly?,High I,Low I / Reserved,"Option A +1 to High I; Option B +1 to Low I / Reserved. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests High I vs Low I / Reserved tendencies within DISC.
NORM-137,Core Personality,DISC,Steadiness,keep a stable routine,change your routine often,Would You Rather… keep a stable routine OR change your routine often?,High S,Low S / Change-Oriented,"Option A +1 to High S; Option B +1 to Low S / Change-Oriented. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests High S vs Low S / Change-Oriented tendencies within DISC.
NORM-138,Core Personality,DISC,Steadiness,be the calming presence,be the catalyst for change,Would You Rather… be the calming presence OR be the catalyst for change?,High S,Low S / Change-Oriented,"Option A +1 to High S; Option B +1 to Low S / Change-Oriented. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests High S vs Low S / Change-Oriented tendencies within DISC.
NORM-139,Core Personality,DISC,Steadiness,support long-term relationships,pursue fast-moving opportunities,Would You Rather… support long-term relationships OR pursue fast-moving opportunities?,High S,Low S / Change-Oriented,"Option A +1 to High S; Option B +1 to Low S / Change-Oriented. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests High S vs Low S / Change-Oriented tendencies within DISC.
NORM-140,Core Personality,DISC,Steadiness,move carefully,move quickly,Would You Rather… move carefully OR move quickly?,High S,Low S / Change-Oriented,"Option A +1 to High S; Option B +1 to Low S / Change-Oriented. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests High S vs Low S / Change-Oriented tendencies within DISC.
NORM-141,Core Personality,DISC,Steadiness,maintain consistency,reinvent constantly,Would You Rather… maintain consistency OR reinvent constantly?,High S,Low S / Change-Oriented,"Option A +1 to High S; Option B +1 to Low S / Change-Oriented. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests High S vs Low S / Change-Oriented tendencies within DISC.
NORM-142,Core Personality,DISC,Steadiness,help the team feel safe,push the team to evolve,Would You Rather… help the team feel safe OR push the team to evolve?,High S,Low S / Change-Oriented,"Option A +1 to High S; Option B +1 to Low S / Change-Oriented. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests High S vs Low S / Change-Oriented tendencies within DISC.
NORM-143,Core Personality,DISC,Steadiness,work in a predictable environment,work in a dynamic environment,Would You Rather… work in a predictable environment OR work in a dynamic environment?,High S,Low S / Change-Oriented,"Option A +1 to High S; Option B +1 to Low S / Change-Oriented. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests High S vs Low S / Change-Oriented tendencies within DISC.
NORM-144,Core Personality,DISC,Steadiness,protect stability,seek momentum,Would You Rather… protect stability OR seek momentum?,High S,Low S / Change-Oriented,"Option A +1 to High S; Option B +1 to Low S / Change-Oriented. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests High S vs Low S / Change-Oriented tendencies within DISC.
NORM-145,Core Personality,DISC,Compliance,follow exact instructions,interpret the rules creatively,Would You Rather… follow exact instructions OR interpret the rules creatively?,High C,Low C / Flexible,"Option A +1 to High C; Option B +1 to Low C / Flexible. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests High C vs Low C / Flexible tendencies within DISC.
NORM-146,Core Personality,DISC,Compliance,double-check every detail,move fast and fix later,Would You Rather… double-check every detail OR move fast and fix later?,High C,Low C / Flexible,"Option A +1 to High C; Option B +1 to Low C / Flexible. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests High C vs Low C / Flexible tendencies within DISC.
NORM-147,Core Personality,DISC,Compliance,trust a proven system,experiment with a new approach,Would You Rather… trust a proven system OR experiment with a new approach?,High C,Low C / Flexible,"Option A +1 to High C; Option B +1 to Low C / Flexible. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests High C vs Low C / Flexible tendencies within DISC.
NORM-148,Core Personality,DISC,Compliance,be accurate,be adaptable,Would You Rather… be accurate OR be adaptable?,High C,Low C / Flexible,"Option A +1 to High C; Option B +1 to Low C / Flexible. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests High C vs Low C / Flexible tendencies within DISC.
NORM-149,Core Personality,DISC,Compliance,analyze risks carefully,try it and learn,Would You Rather… analyze risks carefully OR try it and learn?,High C,Low C / Flexible,"Option A +1 to High C; Option B +1 to Low C / Flexible. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests High C vs Low C / Flexible tendencies within DISC.
NORM-150,Core Personality,DISC,Compliance,prefer clear expectations,prefer open-ended freedom,Would You Rather… prefer clear expectations OR prefer open-ended freedom?,High C,Low C / Flexible,"Option A +1 to High C; Option B +1 to Low C / Flexible. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests High C vs Low C / Flexible tendencies within DISC.
NORM-151,Core Personality,DISC,Compliance,document the process,discover the process as you go,Would You Rather… document the process OR discover the process as you go?,High C,Low C / Flexible,"Option A +1 to High C; Option B +1 to Low C / Flexible. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests High C vs Low C / Flexible tendencies within DISC.
NORM-152,Core Personality,DISC,Compliance,choose precision,choose speed,Would You Rather… choose precision OR choose speed?,High C,Low C / Flexible,"Option A +1 to High C; Option B +1 to Low C / Flexible. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests High C vs Low C / Flexible tendencies within DISC.
NORM-153,Relationships,Love Languages,Words of Affirmation,receive a heartfelt love letter,receive a thoughtful surprise gift,Would You Rather… receive a heartfelt love letter OR receive a thoughtful surprise gift?,Words,Non-Words Preference,"Option A +1 to Words; Option B +1 to Non-Words Preference. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Words vs Non-Words Preference tendencies within Love Languages.
NORM-154,Relationships,Love Languages,Words of Affirmation,hear daily encouragement,get help with daily tasks,Would You Rather… hear daily encouragement OR get help with daily tasks?,Words,Non-Words Preference,"Option A +1 to Words; Option B +1 to Non-Words Preference. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Words vs Non-Words Preference tendencies within Love Languages.
NORM-155,Relationships,Love Languages,Words of Affirmation,be praised in public,spend quiet time together,Would You Rather… be praised in public OR spend quiet time together?,Words,Non-Words Preference,"Option A +1 to Words; Option B +1 to Non-Words Preference. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Words vs Non-Words Preference tendencies within Love Languages.
NORM-156,Relationships,Love Languages,Words of Affirmation,talk about feelings openly,show love through actions,Would You Rather… talk about feelings openly OR show love through actions?,Words,Non-Words Preference,"Option A +1 to Words; Option B +1 to Non-Words Preference. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Words vs Non-Words Preference tendencies within Love Languages.
NORM-157,Relationships,Love Languages,Words of Affirmation,receive a meaningful compliment,receive a practical favor,Would You Rather… receive a meaningful compliment OR receive a practical favor?,Words,Non-Words Preference,"Option A +1 to Words; Option B +1 to Non-Words Preference. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Words vs Non-Words Preference tendencies within Love Languages.
NORM-158,Relationships,Love Languages,Words of Affirmation,hear 'I’m proud of you',be hugged without words,Would You Rather… hear 'I’m proud of you' OR be hugged without words?,Words,Non-Words Preference,"Option A +1 to Words; Option B +1 to Non-Words Preference. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Words vs Non-Words Preference tendencies within Love Languages.
NORM-159,Relationships,Love Languages,Words of Affirmation,get a long supportive text,get a useful surprise delivered,Would You Rather… get a long supportive text OR get a useful surprise delivered?,Words,Non-Words Preference,"Option A +1 to Words; Option B +1 to Non-Words Preference. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Words vs Non-Words Preference tendencies within Love Languages.
NORM-160,Relationships,Love Languages,Words of Affirmation,feel loved through words,feel loved through presence,Would You Rather… feel loved through words OR feel loved through presence?,Words,Non-Words Preference,"Option A +1 to Words; Option B +1 to Non-Words Preference. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Words vs Non-Words Preference tendencies within Love Languages.
NORM-161,Relationships,Love Languages,Quality Time,spend an uninterrupted evening together,have personal time to recharge,Would You Rather… spend an uninterrupted evening together OR have personal time to recharge?,Quality Time,Independent Space,"Option A +1 to Quality Time; Option B +1 to Independent Space. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Quality Time vs Independent Space tendencies within Love Languages.
NORM-162,Relationships,Love Languages,Quality Time,take a long walk with deep conversation,do separate hobbies comfortably,Would You Rather… take a long walk with deep conversation OR do separate hobbies comfortably?,Quality Time,Independent Space,"Option A +1 to Quality Time; Option B +1 to Independent Space. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Quality Time vs Independent Space tendencies within Love Languages.
NORM-163,Relationships,Love Languages,Quality Time,share a slow dinner with no phones,enjoy freedom without checking in,Would You Rather… share a slow dinner with no phones OR enjoy freedom without checking in?,Quality Time,Independent Space,"Option A +1 to Quality Time; Option B +1 to Independent Space. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Quality Time vs Independent Space tendencies within Love Languages.
NORM-164,Relationships,Love Languages,Quality Time,plan a weekend just for the two of you,keep the weekend flexible and solo,Would You Rather… plan a weekend just for the two of you OR keep the weekend flexible and solo?,Quality Time,Independent Space,"Option A +1 to Quality Time; Option B +1 to Independent Space. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Quality Time vs Independent Space tendencies within Love Languages.
NORM-165,Relationships,Love Languages,Quality Time,feel close through undivided attention,feel loved through trust and space,Would You Rather… feel close through undivided attention OR feel loved through trust and space?,Quality Time,Independent Space,"Option A +1 to Quality Time; Option B +1 to Independent Space. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Quality Time vs Independent Space tendencies within Love Languages.
NORM-166,Relationships,Love Languages,Quality Time,watch the sunset together,have time alone to reflect,Would You Rather… watch the sunset together OR have time alone to reflect?,Quality Time,Independent Space,"Option A +1 to Quality Time; Option B +1 to Independent Space. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Quality Time vs Independent Space tendencies within Love Languages.
NORM-167,Relationships,Love Languages,Quality Time,build memories through shared adventures,build confidence through independence,Would You Rather… build memories through shared adventures OR build confidence through independence?,Quality Time,Independent Space,"Option A +1 to Quality Time; Option B +1 to Independent Space. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Quality Time vs Independent Space tendencies within Love Languages.
NORM-168,Relationships,Love Languages,Quality Time,have a partner fully present,have a partner respect your autonomy,Would You Rather… have a partner fully present OR have a partner respect your autonomy?,Quality Time,Independent Space,"Option A +1 to Quality Time; Option B +1 to Independent Space. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Quality Time vs Independent Space tendencies within Love Languages.
NORM-169,Relationships,Love Languages,Acts of Service,have someone handle a stressful task,have someone say exactly what you need to hear,Would You Rather… have someone handle a stressful task OR have someone say exactly what you need to hear?,Acts of Service,Words / Symbolic Love,"Option A +1 to Acts of Service; Option B +1 to Words / Symbolic Love. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Acts of Service vs Words / Symbolic Love tendencies within Love Languages.
